Temperature,Humidity,MQ135_PPM,Heart_Rate,SpO2,GPS_Lat,GPS_Lon,Risk_Level
28.7,50.6,36.0,71,97,23.796308,86.431179,0
29.2,42.5,47.4,70,99,23.79605,86.430571,0
37.3,82.3,157.5,113,89,23.796474,86.429495,2
30.5,51.9,40.7,85,97,23.795162,86.430628,0
32.3,70.3,59.0,104,94,23.795344,86.431276,1
26.4,56.5,47.1,86,98,23.795705,86.430011,0
25.0,47.3,44.9,68,98,23.795889,86.431211,0
23.1,50.1,45.7,61,96,23.796135,86.430234,0
29.7,69.2,132.6,94,93,23.79557,86.429484,1
35.0,92.2,339.3,111,88,23.795097,86.430055,2
